fifa_player_id,fifa_team_id,avg_attacking_score,avg_defensive_score,avg_creativity_score,avg_defending_the_goal_score,n_matches_ranked,player_kind
423855,43822,4.751060485839844,5.774646282196045,6.468452453613281,,1,outfieldPlayer
423874,43822,4.313448429107666,6.707546710968018,5.136501789093018,,2,outfieldPlayer
423880,43822,4.155819416046143,6.449246883392334,6.566905498504639,,1,outfieldPlayer
423941,43899,6.291013240814209,7.074629306793213,7.677542686462402,,1,outfieldPlayer
424031,43927,4.600724458694458,6.987890005111694,5.644903898239136,,2,outfieldPlayer
424036,43927,4.806780576705933,6.629026174545288,6.4331910610198975,,2,outfieldPlayer
424047,1895293,4.784679412841797,4.40830135345459,5.824385643005371,,1,outfieldPlayer
424051,43960,7.959240436553955,5.753657341003418,5.010706424713135,,1,outfieldPlayer
424056,1895293,5.548866271972656,4.52117919921875,5.993905067443848,,1,outfieldPlayer
424081,43960,,,,5.756266355514526,2,goalkeeper
424422,43928,8.608853340148926,5.030782222747803,6.641425132751465,,1,outfieldPlayer
425607,43888,4.289561986923218,5.726641654968262,5.5507731437683105,,2,outfieldPlayer
425701,43911,4.156079292297363,6.118691444396973,5.099186897277832,,2,outfieldPlayer
426357,20014,4.886279582977295,5.520761966705322,7.292994976043701,,1,outfieldPlayer
428882,43922,4.999180316925049,5.400821685791016,6.978904724121094,,1,outfieldPlayer
428885,43927,4.72848105430603,6.66004204750061,6.00476861000061,,2,outfieldPlayer
428886,43926,9.487805366516113,6.0525922775268555,8.802103042602539,,1,outfieldPlayer
428905,43926,4.411441802978516,4.65295934677124,4.867724418640137,,1,outfieldPlayer
429063,43834,4.90770149230957,4.515146493911743,5.49895977973938,,2,outfieldPlayer
429095,43855,4.411521911621094,6.061331033706665,4.859857797622681,,2,outfieldPlayer
429157,43911,7.24540638923645,5.066915273666382,7.621540307998657,,2,outfieldPlayer
429608,43822,4.332351207733154,5.0142717361450195,5.957617521286011,,2,outfieldPlayer
429642,43948,6.107958555221558,5.316888809204102,5.973013401031494,,2,outfieldPlayer
430097,43967,4.761610984802246,5.644332647323608,5.705303192138672,,2,outfieldPlayer
430098,43967,4.597702264785767,5.7234227657318115,5.827104568481445,,2,outfieldPlayer
430100,43934,5.048159122467041,5.585353374481201,5.126039981842041,,1,outfieldPlayer
430120,43972,4.257061004638672,7.132052898406982,5.66329288482666,,1,outfieldPlayer
